Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
1,7,4,Mobile Phone,3,Single,2,0,6,145.58,1
0,11,3,Mobile Phone,1,Single,2,0,0,110.51,0
8,22,4,Fashion,4,Single,2,0,3,186.06,0
22,13,3,Fashion,4,Married,4,0,7,204.66,0
1,16,3,Laptop & Accessory,3,Single,4,0,7,136.6,0
9,15,4,Laptop & Accessory,3,Married,3,0,10,166.48,0
3,9,4,Laptop & Accessory,1,Married,3,0,,213.53,0
12,17,3,Fashion,2,Divorced,2,0,7,176.54,1
19,14,4,Mobile Phone,3,Divorced,6,1,3,169.77,0
19,27,4,Laptop & Accessory,3,Single,10,0,2,173.5,0
26,13,1,Grocery,3,Married,4,0,3,248.14,0
20,10,4,Fashion,4,Married,9,1,10,203.33,0
9,14,4,Mobile Phone,3,Married,3,0,1,149.04,0
13,15,3,Laptop & Accessory,3,Married,4,0,7,139.75,0
17,30,5,Mobile Phone,3,Single,3,0,4,137.08,0
8,17,4,Mobile Phone,3,Single,3,1,3,154.36,1
7,,3,Mobile,4,Married,2,1,3,123.42,1
1,22,4,Mobile Phone,1,Single,3,0,1,137.32,0
12,24,3,Laptop & Accessory,3,Single,1,0,7,145.34,0
9,7,4,Fashion,4,Divorced,3,0,7,197.95,0
2,,3,Mobile,3,Single,2,0,0,126.42,0
4,9,4,Mobile Phone,4,Married,3,0,1,149.76,0
29,8,2,Grocery,1,Married,4,0,1,272.32,0
1,14,4,Mobile Phone,3,Divorced,3,1,3,153.86,1
20,20,4,Laptop & Accessory,4,Single,8,0,10,180.62,0
1,31,2,Mobile Phone,5,Single,3,0,1,135.91,1
10,7,4,Laptop & Accessory,1,Married,2,0,11,164.74,0
1,7,4,Laptop & Accessory,4,Divorced,2,1,5,188.49,0
9,9,5,Fashion,4,Married,4,0,,227.74,0
4,30,4,Laptop & Accessory,5,Single,2,0,8,168.12,0
4,11,3,Laptop & Accessory,3,Married,2,0,2,183.46,0
10,6,4,Laptop & Accessory,3,Married,2,0,7,159.93,0
13,7,3,Grocery,5,Married,3,0,16,268.23,0
1,17,5,Mobile Phone,5,Single,8,1,1,149.04,1
8,6,3,Fashion,4,Married,2,0,6,172.95,0
11,,1,Mobile,3,Married,2,0,3,126.1,0
1,16,4,Mobile Phone,2,Single,3,0,3,151.1,0
15,15,3,Mobile Phone,1,Single,2,0,8,136.73,0
24,9,3,Fashion,3,Married,3,0,,231.16,0
30,7,4,Mobile Phone,5,Divorced,4,0,1,145.66,0
1,25,2,Laptop & Accessory,3,Married,4,0,3,187.32,0
1,16,4,Mobile Phone,5,Single,3,0,3,152.28,0
20,10,4,Grocery,3,Married,5,0,10,299.65,0
0,18,3,Laptop & Accessory,1,Single,4,1,7,145.81,1
1,23,4,Mobile Phone,4,Married,4,1,3,148.73,1
6,22,3,Laptop & Accessory,1,Married,2,1,2,153.68,0
17,13,5,Laptop & Accessory,3,Single,3,1,9,165.81,0
7,9,4,Mobile Phone,1,Single,2,0,3,150,0
17,22,5,Grocery,3,Married,3,0,12,301.03,0
13,7,3,Laptop & Accessory,1,Married,5,0,3,165.13,0
5,14,4,Fashion,5,Married,4,0,,221.37,0
0,8,4,Mobile Phone,1,Single,2,0,0,111.02,1
16,33,3,Fashion,5,Divorced,9,0,1,208.2,0
1,36,6,Laptop & Accessory,5,Single,10,0,3,174.69,1
17,17,5,Laptop & Accessory,3,Married,3,0,1,177.57,0
9,7,6,Mobile Phone,1,Married,3,0,2,154.77,0
14,16,4,Mobile Phone,4,Married,10,1,1,161.17,0
4,9,5,Mobile Phone,5,Single,2,0,8,174.68,0
9,23,4,Laptop & Accessory,4,Married,3,0,3,155.07,0
8,9,4,Laptop & Accessory,3,Single,4,0,3,165.33,0
7,7,3,Fashion,1,Single,2,0,1,198.88,0
1,30,5,Fashion,5,Married,3,0,11,198.36,1
19,33,5,Laptop & Accessory,5,Married,3,0,6,168.85,0
1,33,4,Laptop & Accessory,1,Married,3,1,9,181.17,1
8,7,5,Fashion,5,Divorced,11,0,,229.82,1
6,20,3,Mobile,4,Married,2,0,6,127.56,0
13,12,3,Grocery,3,Single,8,0,13,232.37,0
13,8,1,Laptop & Accessory,3,Married,6,0,8,163.77,0
12,10,4,Fashion,3,Married,2,0,,231.09,0
10,20,4,Mobile Phone,4,Divorced,5,0,5,146.43,0
1,30,5,Laptop & Accessory,3,Married,3,0,9,160.4,0
4,16,3,Fashion,3,Married,5,0,,210.31,0
8,31,4,Fashion,4,Married,4,0,8,209.03,0
6,11,4,Mobile Phone,4,Divorced,4,0,3,164.31,0
5,,3,Mobile,5,Single,2,0,2,124.39,0
17,32,5,Fashion,1,Married,7,0,1,232.98,0
22,11,5,Fashion,3,Single,9,0,9,234.99,0
8,16,3,Mobile Phone,2,Married,2,0,2,139.17,0
7,,3,Mobile,3,Married,2,1,6,125.79,0
21,10,3,Fashion,1,Single,2,0,8,178.98,0
0,16,4,Fashion,5,Married,10,0,0,203.06,1
0,9,3,Laptop & Accessory,3,Married,1,0,2,149.99,0
0,7,4,Laptop & Accessory,3,Single,2,0,2,146.17,0
16,12,4,Others,3,Divorced,8,0,1,308.03,0
13,17,4,Fashion,3,Single,9,0,3,259.64,0
,13,3,Mobile,5,Single,4,1,3,121.66,1
19,32,4,Others,4,Single,5,0,1,305.61,0
12,7,5,Laptop & Accessory,2,Single,6,0,,211.86,0
1,28,2,Mobile Phone,2,Single,3,0,3,151.78,0
24,7,4,Others,4,Married,5,1,8,306.72,0
18,27,4,Mobile Phone,4,Single,3,0,4,159.2,0
18,15,2,Mobile Phone,2,Divorced,4,1,3,153.18,0
,30,4,Mobile,3,Single,6,1,3,120.28,1
16,11,4,Others,2,Divorced,3,0,16,317.32,0
5,15,4,Fashion,1,Married,3,0,10,232.93,0
9,,1,Laptop & Accessory,1,Married,5,0,3,125.71,0
10,9,4,Laptop & Accessory,4,Married,6,1,1,194.62,0
0,9,4,Mobile,3,Single,2,0,0,132.3,0
20,14,4,Fashion,3,Married,8,0,8,233.45,0
3,9,4,Mobile Phone,4,Married,2,0,5,152.03,0
3,17,5,Laptop & Accessory,3,Single,11,0,5,183.69,0
16,15,4,Mobile Phone,3,Single,6,0,1,164.68,0
9,23,5,Fashion,4,Single,3,0,,211.06,0
11,36,4,Fashion,4,Divorced,3,1,10,243.49,1
16,9,4,Grocery,5,Married,2,0,8,301.65,0
1,7,2,Fashion,4,Single,3,0,8,199.46,1
1,7,4,Fashion,5,Divorced,3,0,8,199.12,0
15,12,2,Mobile Phone,3,Divorced,4,1,4,146.27,0
5,11,3,Laptop & Accessory,4,Divorced,2,0,3,165.24,0
22,13,3,Fashion,4,Married,4,0,7,204.66,0
1,9,4,Laptop & Accessory,3,Single,3,1,5,169.78,0
8,22,4,Laptop & Accessory,5,Single,3,0,7,186.25,0
1,11,5,Mobile Phone,1,Married,2,0,5,156.62,0
1,15,5,Mobile Phone,4,Single,3,0,1,137.61,1
1,24,4,Mobile Phone,3,Married,2,1,1,152.41,1
22,9,4,Laptop & Accessory,5,Divorced,5,0,2,147.89,0
1,7,5,Mobile Phone,3,Married,3,0,4,145.07,0
11,31,4,Fashion,4,Married,4,0,,220.61,0
1,14,4,Mobile Phone,4,Single,3,1,1,149.72,1
9,24,3,Laptop & Accessory,2,Single,3,0,9,177.79,0
10,19,4,Laptop & Accessory,3,Married,11,1,2,171.63,0
0,6,3,Mobile,4,Single,2,1,4,132.02,1
0,28,4,Mobile,4,Married,2,0,0,128.63,1
5,7,5,Mobile Phone,5,Married,3,0,3,147.18,0
1,35,5,Laptop & Accessory,5,Single,5,0,4,167.84,1
10,25,4,Mobile Phone,1,Single,3,0,8,146.53,0
,7,3,Mobile,5,Single,3,0,2,120.8,0
13,10,3,Others,3,Divorced,2,0,9,290.33,0
5,18,4,Mobile Phone,1,Married,5,1,3,148.56,0
31,10,2,Mobile Phone,5,Married,6,1,1,151.7,0
13,22,3,Mobile,3,Married,10,0,0,135.44,0
1,15,4,Mobile Phone,3,Single,3,0,1,144.04,1
0,6,3,Mobile,1,Single,2,1,8,126.86,1
8,,3,Mobile,3,Divorced,2,0,0,124.04,0
1,31,5,Mobile Phone,3,Single,7,1,4,145.28,1
15,10,5,Laptop & Accessory,4,Married,4,0,,214.38,0
18,16,4,Mobile Phone,5,Divorced,3,1,2,150.59,0
13,25,4,Laptop & Accessory,3,Single,2,0,8,170.34,0
23,6,3,Grocery,2,Married,10,0,3,273.99,0
6,6,1,Laptop & Accessory,4,Divorced,2,1,2,154.88,0
16,8,3,Mobile,1,Single,1,0,8,135.39,0
5,9,4,Mobile Phone,3,Married,2,0,3,155.67,0
1,15,5,Laptop & Accessory,5,Single,8,0,3,178.26,1
11,13,2,Laptop & Accessory,5,Married,6,1,8,184.74,0
23,14,5,Fashion,3,Single,10,0,1,170,0
1,36,4,Laptop & Accessory,3,Married,7,0,1,168.06,0
4,30,3,Laptop & Accessory,1,Single,3,0,4,152.38,0
,17,3,Mobile,4,Divorced,2,0,2,122.44,0
26,14,3,Grocery,1,Married,6,0,,218.36,0
10,19,5,Fashion,1,Single,2,0,,213.58,0
3,9,4,Laptop & Accessory,3,Divorced,3,0,3,171.49,0
30,21,3,Grocery,3,Married,3,1,2,257.87,0
0,,3,Mobile,4,Single,1,0,2,124.22,1
16,8,3,Laptop & Accessory,1,Married,2,0,7,156.75,0
6,19,3,Mobile,2,Single,4,0,2,134.52,0
13,15,3,Mobile Phone,4,Married,9,1,0,136.17,0
,8,3,Mobile,1,Married,2,0,2,120.14,0
31,10,5,Mobile Phone,2,Divorced,5,0,1,146.77,0
1,16,4,Mobile Phone,5,Divorced,3,0,3,150,0
11,28,4,Mobile Phone,2,Divorced,7,0,1,154.73,0
16,33,1,Mobile Phone,4,Married,6,0,2,148.76,0
25,7,5,Fashion,5,Single,5,0,9,199.84,0
8,24,3,Fashion,1,Single,3,0,2,193.62,0
4,13,3,Laptop & Accessory,2,Married,5,0,7,175.47,0
2,8,4,Mobile Phone,1,Married,3,0,4,145.44,0
24,6,3,Mobile,2,Divorced,2,0,0,127.23,0
8,31,4,Mobile Phone,3,Married,5,1,1,156.61,1
14,16,3,Laptop & Accessory,2,Single,8,0,10,162.3,0
22,14,4,Grocery,4,Married,7,0,,231.2,0
12,9,4,Fashion,4,Single,9,0,1,198.51,0
10,22,6,Laptop & Accessory,1,Married,3,0,12,179.06,0
4,14,3,Fashion,2,Married,2,0,9,207.93,0
10,9,4,Mobile Phone,3,Single,6,0,10,150.19,0
10,,3,Mobile,1,Married,2,1,2,123.26,0
0,16,3,Laptop & Accessory,5,Single,2,0,8,142.13,1
2,26,5,Mobile Phone,5,Divorced,3,0,4,156.96,0
11,15,3,Mobile Phone,1,Married,3,0,3,147.71,0
21,35,3,Fashion,3,Married,4,0,,225.04,0
3,31,3,Laptop & Accessory,3,Divorced,8,1,2,147.36,0
22,12,4,Grocery,3,Married,3,1,12,239.66,0
1,13,4,Mobile Phone,5,Single,4,0,4,154.6,1
11,12,4,Laptop & Accessory,2,Married,9,0,5,188.47,0
0,23,4,Laptop & Accessory,3,Married,2,0,2,143.77,0
8,9,3,Fashion,2,Married,7,0,8,178.23,0
25,13,5,Mobile Phone,3,Single,2,0,8,153.38,0
15,14,2,Mobile Phone,3,Divorced,3,0,9,158.76,0
0,6,4,Mobile Phone,3,Single,1,1,2,137.3,1
18,15,4,Laptop & Accessory,3,Married,2,0,12,155.93,0
13,26,4,Laptop & Accessory,1,Married,10,0,3,164.02,0
24,36,5,Grocery,3,Married,2,0,8,295.46,0
9,8,3,Laptop & Accessory,4,Married,5,1,0,169.62,0
12,36,4,Laptop & Accessory,2,Divorced,5,0,8,187.61,0
5,,3,Mobile,4,Divorced,2,0,7,123.7,0
0,26,3,Laptop & Accessory,3,Single,2,0,7,199.81,0
0,11,4,Laptop & Accessory,3,Single,2,1,3,157.44,1
12,7,4,Mobile Phone,5,Single,5,0,1,151.19,0
0,24,1,Laptop & Accessory,3,Married,3,0,2,162.32,0
9,25,2,Laptop & Accessory,5,Married,3,0,11,177.08,0
1,17,4,Fashion,3,Married,8,0,,225.48,1
9,8,4,Fashion,3,Married,2,0,0,175.96,0
17,30,5,Mobile Phone,3,Single,3,0,4,137.08,0
2,8,3,Grocery,2,Married,8,0,,221.69,1
5,6,3,Laptop & Accessory,5,Married,5,0,2,140.87,0
11,6,3,Laptop & Accessory,1,Married,8,0,9,147.35,0
5,16,3,Fashion,1,Single,3,0,,212.44,0
19,9,5,Laptop & Accessory,1,Married,3,0,10,182.7,0
0,13,3,Mobile,3,Married,4,1,7,133.39,1
3,6,4,Fashion,3,Single,2,0,8,184.74,0
7,23,4,Laptop & Accessory,1,Married,3,1,3,178.68,0
6,10,4,Laptop & Accessory,5,Married,3,0,4,192.25,0
15,34,4,Laptop & Accessory,2,Divorced,1,0,4,145.23,0
11,7,5,Mobile Phone,5,Married,4,0,3,164.2,0
6,21,3,Laptop & Accessory,1,Married,1,1,1,12,0
0,30,4,Fashion,5,Single,2,0,9,187.22,1
14,9,4,Laptop & Accessory,4,Married,5,0,11,181.77,0
23,34,3,Grocery,5,Married,5,1,2,268.8,0
27,30,4,Grocery,1,Single,8,0,9,267.75,0
5,25,2,Mobile,3,Married,7,1,2,127.59,1
13,7,3,Fashion,2,Married,2,0,,221.13,0
18,31,3,Others,4,Single,4,0,0,280.61,0
1,6,3,Mobile Phone,5,Married,2,0,2,135.91,0
8,16,3,Laptop & Accessory,3,Single,4,1,4,161.42,0
15,18,3,Mobile,4,Married,9,0,4,127.66,0
15,14,4,Laptop & Accessory,3,Single,8,0,2,175.03,0
0,15,3,Mobile,5,Single,3,1,0,131.72,1
11,17,4,Mobile Phone,5,Married,2,1,4,152.82,0
4,8,3,Mobile,3,Married,1,0,2,130.67,0
3,16,5,Mobile Phone,2,Single,2,0,3,164.83,0
10,15,2,Fashion,5,Married,11,0,6,242.13,0
1,14,4,Mobile Phone,4,Single,3,0,1,151.79,1
28,26,4,Fashion,4,Divorced,4,0,2,232.25,0
3,13,3,Laptop & Accessory,3,Married,2,0,9,134.91,0
,8,3,Mobile,3,Married,7,0,2,122.31,0
2,16,4,Laptop & Accessory,1,Single,3,0,8,177.53,0
14,27,4,Fashion,2,Divorced,6,0,,228.22,0
8,34,1,Laptop & Accessory,3,Married,2,0,8,134.07,0
10,7,4,Laptop & Accessory,1,Single,6,0,1,191.53,0
31,14,2,Laptop & Accessory,1,Married,2,1,10,177.2,0
1,15,3,Laptop & Accessory,2,Single,2,0,7,152.53,0
10,33,4,Laptop & Accessory,3,Married,8,0,3,178.47,0
8,28,5,Mobile Phone,3,Single,1,0,3,142.3,0
10,31,3,Laptop & Accessory,3,Divorced,4,1,7,144.49,0
14,7,5,Grocery,4,Married,3,0,12,260.03,0
4,22,5,Fashion,5,Married,4,0,8,196.4,0
2,9,4,Laptop & Accessory,4,Divorced,3,1,6,172.79,0
4,24,4,Fashion,5,Divorced,3,1,9,244.16,0
0,,3,Mobile,1,Married,1,0,1,125.23,0
3,13,3,Laptop & Accessory,5,Married,8,0,2,147.79,0
9,9,4,Fashion,1,Married,5,0,12,196.99,0
0,,3,Mobile,2,Divorced,6,1,4,124.36,1
10,9,5,Fashion,3,Married,3,0,1,200.96,0
,12,3,Mobile,5,Married,5,1,2,120.73,1
24,15,3,Others,4,Married,5,1,10,298.47,0
8,28,1,Fashion,4,Married,8,0,,219.96,0
,6,3,Mobile,3,Single,1,0,5,120.58,1
1,20,4,Laptop & Accessory,3,Single,5,1,,223.54,1
0,8,3,Mobile Phone,1,Single,2,1,3,137.6,0
24,7,4,Others,2,Married,5,0,7,320.17,0
6,,4,Mobile,4,Married,7,0,1,126.22,0
9,9,4,Fashion,2,Divorced,5,0,12,196.99,0
8,7,4,Laptop & Accessory,1,Married,1,0,0,153.63,0
7,14,4,Laptop & Accessory,3,Married,3,0,9,184.68,0
8,10,4,Mobile Phone,5,Divorced,6,0,3,148.62,1
4,15,2,Fashion,5,Divorced,2,1,8,239.16,0
10,11,1,Mobile,3,Single,1,0,3,135,0
23,28,5,Grocery,1,Single,2,1,9,244.11,0
17,9,4,Laptop & Accessory,1,Married,3,1,9,203.47,0
6,12,2,Mobile Phone,4,Married,2,1,6,157.98,0
5,11,4,Laptop & Accessory,1,Single,9,0,0,196.79,0
1,8,4,Mobile Phone,1,Married,11,1,3,172.87,1
19,27,4,Laptop & Accessory,3,Single,10,0,2,173.5,0
9,6,4,Fashion,5,Married,3,0,,215.69,0
,16,3,Mobile,1,Married,1,0,1,121.45,0
12,9,4,Mobile Phone,1,Single,7,1,3,164.44,0
1,11,5,Laptop & Accessory,2,Single,3,1,5,183.28,1
10,11,1,Mobile,3,Single,1,0,3,135,0
12,15,3,Laptop & Accessory,5,Married,2,0,9,151.51,0
0,,5,Mobile,2,Single,2,1,0,123.4,1
24,10,4,Others,4,Married,3,0,8,307,0
1,17,5,Fashion,5,Married,11,0,,228.06,1
8,7,5,Mobile Phone,2,Divorced,3,1,4,161.22,0
10,10,4,Laptop & Accessory,4,Single,5,1,,217.78,0
0,9,3,Mobile,5,Single,2,1,7,133.48,1
16,36,4,Laptop & Accessory,4,Married,3,0,9,169.34,0
4,8,4,Mobile Phone,3,Married,2,0,4,145.64,0
25,9,4,Grocery,5,Divorced,2,0,16,268.56,0
0,22,5,Mobile Phone,5,Single,2,1,7,139.19,1
12,25,6,Laptop & Accessory,1,Married,5,1,1,183.11,0
,6,4,Mobile,4,Single,2,1,2,120.7,0
7,7,5,Mobile Phone,5,Single,5,1,3,152.99,0
2,8,5,Laptop & Accessory,1,Married,3,1,8,193.34,0
9,14,3,Laptop & Accessory,2,Married,5,0,7,150.79,0
23,18,4,Laptop & Accessory,1,Single,5,0,5,170.07,0
1,9,5,Mobile Phone,1,Single,3,0,1,136.02,1
0,,3,Mobile,1,Single,2,0,4,126.47,0
1,18,4,Laptop & Accessory,5,Divorced,3,1,4,172.41,0
1,9,3,Mobile,4,Married,2,0,0,128.56,0
1,11,2,Laptop & Accessory,4,Married,3,1,4,186.42,0
8,9,5,Laptop & Accessory,5,Married,8,0,10,184.57,0
13,32,3,Laptop & Accessory,5,Divorced,2,0,5,183.96,0
0,6,4,Fashion,3,Divorced,6,0,7,206.09,1
22,6,3,Grocery,3,Single,5,0,0,253.79,0
17,14,4,Fashion,5,Married,10,0,,224.85,0
0,8,3,Mobile Phone,3,Married,7,1,2,139.77,0
0,15,4,Laptop & Accessory,5,Single,8,0,3,134.07,1
21,,3,Mobile,5,Married,9,0,6,123.67,0
27,14,3,Laptop & Accessory,3,Single,8,0,0,137.8,0
4,18,3,Others,3,Divorced,2,0,8,295.45,1
0,22,3,Mobile,4,Married,10,0,2,128.11,0
10,13,6,Mobile Phone,3,Married,3,0,8,152.41,0
10,21,4,Laptop & Accessory,2,Divorced,2,1,12,190.86,0
20,22,1,Laptop & Accessory,3,Married,2,1,7,150.67,0
11,16,4,Fashion,3,Married,1,1,7,187.4,0
0,8,1,Laptop & Accessory,3,Married,2,0,7,152.06,0
,13,3,Mobile,1,Married,2,1,2,122.75,1
1,15,4,Laptop & Accessory,4,Married,3,0,8,187.14,0
,11,3,Mobile Phone,4,Single,2,1,0,118.78,1
19,9,5,Laptop & Accessory,1,Married,3,0,10,182.7,0
1,26,4,Mobile Phone,1,Married,3,0,3,148.23,0
9,17,4,Laptop & Accessory,3,Single,5,1,5,186.42,0
0,8,3,Mobile Phone,3,Single,7,0,1,143.82,1
7,14,3,Laptop & Accessory,3,Single,4,0,3,161.42,0
10,14,4,Mobile Phone,4,Single,4,0,4,145.13,0
24,9,4,Others,3,Divorced,4,1,8,317.37,0
1,31,5,Mobile Phone,3,Single,7,1,4,145.28,1
1,12,2,Mobile Phone,4,Married,3,1,3,148.28,0
5,8,6,Laptop & Accessory,5,Married,3,0,8,175.03,0
9,16,3,Fashion,3,Married,4,0,7,170.94,0
1,24,4,Mobile Phone,3,Single,3,1,8,148.94,1
21,28,3,Grocery,1,Married,4,0,7,271.74,0
21,11,5,Fashion,4,Married,10,1,,228.33,0
21,32,4,Fashion,3,Single,4,0,,211.33,0
9,12,1,Laptop & Accessory,5,Married,4,1,2,155.62,0
1,36,4,Mobile Phone,5,Married,3,0,3,164.07,0
10,27,3,Mobile,1,Married,6,0,0,129.73,0
0,10,3,Mobile,5,Single,2,0,0,129.73,1
0,,5,Mobile,3,Married,1,0,0,123.51,1
11,7,4,Mobile Phone,2,Single,3,0,8,146.15,0
8,12,5,Fashion,5,Single,4,0,9,241.31,0
27,8,5,Grocery,3,Married,6,1,3,254.65,0
16,11,4,Laptop & Accessory,5,Single,9,0,6,176.55,0
6,8,3,Laptop & Accessory,1,Married,2,0,4,155.05,0
11,18,4,Mobile Phone,3,Single,6,0,3,161.29,0
0,,4,Mobile,5,Single,2,1,0,126,1
3,13,3,Laptop & Accessory,3,Married,2,0,9,134.91,0
,6,4,Mobile,3,Married,2,0,3,120.07,0
15,13,4,Mobile Phone,5,Single,4,1,18,172.21,0
12,14,3,Mobile Phone,3,Married,2,0,7,137.55,0
8,11,3,Fashion,4,Single,1,0,13,180.95,0
,8,3,Mobile,4,Married,2,0,2,122.26,0
16,15,3,Laptop & Accessory,3,Married,4,1,7,156.79,0
25,14,5,Laptop & Accessory,3,Married,4,0,1,186.32,0
14,6,3,Laptop & Accessory,5,Married,1,0,7,141.03,0
3,27,4,Laptop & Accessory,2,Married,4,0,3,194.31,0
14,17,2,Mobile Phone,3,Married,5,1,8,147.13,0
22,17,3,Laptop & Accessory,1,Single,4,0,4,145.07,0
23,30,3,Grocery,3,Divorced,4,1,5,239.73,0
6,15,3,Mobile,2,Divorced,1,0,10,127.81,0
24,27,4,Grocery,3,Married,4,1,14,237.45,0
14,,3,Mobile,3,Divorced,10,1,7,124.61,1
18,29,3,Laptop & Accessory,5,Married,2,1,8,136.33,0
1,25,4,Mobile,5,Divorced,2,0,3,131.96,0
10,16,2,Mobile Phone,4,Married,3,0,3,153.1,0
9,11,3,Fashion,5,Married,5,0,2,180.08,0
0,13,1,Mobile Phone,5,Single,1,0,7,135.78,0
31,14,4,Others,5,Married,7,0,11,320.66,0
19,9,5,Grocery,2,Divorced,11,0,9,292.92,0
4,9,5,Laptop & Accessory,1,Single,7,1,1,193.77,0
6,31,4,Laptop & Accessory,4,Single,2,0,2,143.2,0
27,13,4,Laptop & Accessory,3,Married,4,1,6,148.06,0
4,13,5,Laptop & Accessory,2,Divorced,2,0,8,171.27,0
12,19,5,Laptop & Accessory,5,Married,4,0,3,187.88,0
20,20,3,Laptop & Accessory,5,Single,3,0,7,149.6,0
13,10,4,Fashion,1,Married,8,0,11,208.55,0
3,9,5,Laptop & Accessory,4,Married,4,0,1,191.44,0
17,11,3,Others,4,Divorced,8,0,10,282.13,0
13,6,3,Laptop & Accessory,1,Married,5,0,3,165.13,0
1,9,4,Mobile Phone,5,Divorced,8,1,3,145.42,1
20,7,3,Mobile,1,Married,8,0,2,134.2,0
4,26,3,Laptop & Accessory,3,Married,2,0,0,169.32,0
13,15,3,Laptop & Accessory,5,Married,1,0,1,154.73,0
14,8,4,Laptop & Accessory,1,Married,6,0,4,190.13,0
11,10,4,Fashion,3,Divorced,3,0,,219.34,0
18,32,4,Laptop & Accessory,5,Married,2,0,5,143.85,0
24,27,3,Laptop & Accessory,1,Single,1,1,0,154.41,0
1,22,2,Laptop & Accessory,5,Single,1,0,7,156.61,0
29,14,3,Mobile Phone,5,Married,5,1,2,142.57,0
,15,3,Mobile,5,Single,4,0,0,120.18,1
10,9,3,Laptop & Accessory,4,Single,4,0,1,141.07,0
28,10,4,Laptop & Accessory,5,Divorced,4,0,6,184.4,0
12,13,5,Laptop & Accessory,3,Married,4,0,8,178.21,0
1,28,5,Mobile Phone,4,Single,3,1,1,146.21,1
10,14,2,Laptop & Accessory,5,Married,4,0,14,171.39,0
1,20,4,Laptop & Accessory,5,Married,4,0,3,167.33,1
19,14,4,Fashion,5,Married,4,0,,222.24,0
7,15,4,Fashion,4,Single,2,0,7,186.21,0
4,26,3,Laptop & Accessory,3,Divorced,2,0,0,169.32,0
1,27,4,Laptop & Accessory,3,Single,3,0,,224.81,0
8,7,5,Laptop & Accessory,5,Single,2,0,10,178.43,0
3,30,2,Mobile Phone,3,Divorced,3,0,8,152,0
11,23,5,Laptop & Accessory,3,Married,6,0,1,188.34,0
13,22,3,Fashion,1,Single,7,1,3,179.45,0
3,17,4,Mobile Phone,3,Single,3,0,1,151.42,0
31,16,5,Mobile Phone,4,Divorced,6,1,1,158.46,0
10,15,3,Fashion,4,Married,2,0,7,188.34,0
1,30,4,Fashion,5,Married,11,1,,224.5,1
1,16,4,Mobile Phone,5,Single,4,1,1,156.72,1
9,15,4,Laptop & Accessory,4,Married,3,1,2,188.47,0
11,11,4,Mobile Phone,2,Married,6,0,9,25,0
28,10,4,Grocery,1,Married,5,0,10,302.79,0
11,6,1,Mobile,3,Married,2,0,0,128.44,0
10,10,2,Laptop & Accessory,5,Married,8,0,5,193.42,0
26,13,2,Grocery,3,Divorced,4,0,3,248.14,0
23,6,3,Others,4,Married,4,1,7,281.72,0
22,6,4,Grocery,3,Single,8,1,7,239.64,0
10,11,4,Laptop & Accessory,4,Married,9,0,3,176.31,0
1,21,5,Mobile Phone,4,Married,3,1,3,162.43,1
10,8,3,Laptop & Accessory,3,Divorced,5,1,0,196.02,0
4,13,4,Fashion,3,Divorced,2,0,9,189.43,0
8,6,3,Laptop & Accessory,3,Single,2,0,3,148.59,0
12,8,5,Mobile Phone,5,Single,6,0,1,153.58,0
1,9,4,Mobile Phone,5,Married,9,0,8,152.07,1
7,21,4,Mobile Phone,4,Married,3,0,7,152.56,0
19,36,4,Fashion,1,Married,6,1,,218.8,0
1,9,4,Mobile Phone,1,Married,2,0,2,150.23,0
10,25,4,Laptop & Accessory,2,Single,4,0,10,202.79,0
12,9,2,Laptop & Accessory,4,Divorced,10,0,6,163.89,0
9,7,4,Laptop & Accessory,3,Single,3,0,4,173.59,0
8,15,2,Laptop & Accessory,3,Married,3,0,9,192.99,0
12,8,4,Laptop & Accessory,1,Married,9,0,10,172.35,0
1,15,6,Mobile Phone,3,Divorced,3,0,3,171.21,0
28,12,4,Others,5,Married,6,0,3,319.06,0
2,7,6,Laptop & Accessory,2,Divorced,2,0,6,191.74,0
3,6,3,Mobile Phone,4,Married,2,0,7,137.48,0
4,17,5,Laptop & Accessory,3,Divorced,3,0,5,190.78,0
0,,4,Mobile,1,Single,2,1,1,123.89,1
14,17,5,Fashion,4,Married,4,0,,222.05,0
17,13,4,Fashion,1,Married,4,0,17,202.48,0
7,6,4,Fashion,3,Divorced,2,1,6,170.83,0
8,8,3,Laptop & Accessory,4,Single,6,0,2,144.25,0
16,9,4,Grocery,5,Divorced,2,0,8,301.65,0
20,8,2,Grocery,5,Single,3,0,13,300.67,0
2,19,4,Laptop & Accessory,4,Married,5,1,3,140.25,0
10,,3,Mobile,2,Divorced,2,1,2,123.26,0
29,33,2,Others,4,Married,6,1,5,321.36,0
1,7,5,Mobile Phone,4,Single,3,0,1,153.36,0
27,17,3,Grocery,1,Married,4,0,12,260.32,0
3,9,5,Mobile Phone,5,Single,4,1,1,161.46,1
0,10,1,Laptop & Accessory,4,Married,2,1,3,161.42,0
0,,3,Mobile,5,Married,2,0,2,125,0
10,17,3,Fashion,2,Married,2,1,,221.85,0
3,14,3,Fashion,3,Married,6,0,7,172.64,0
4,29,5,Laptop & Accessory,3,Divorced,4,1,1,188.8,1
11,8,5,Laptop & Accessory,1,Married,3,1,3,154.05,0
5,33,4,Mobile Phone,3,Married,3,0,4,154.11,0
